"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","task","rt","stimulus","response","item","answer","correct","spm_correct","spm_rt","view_history","fiar_detect_rt","fiar_detect_correct","total_correct_fiar_detect","post_trial_gap","choices","mouse_click","stim_duration","block_duration","timing_post_trial","current_position","tol_num_moves_made","tol_target","tol_problem_id","tol_rt","key_press","possible_responses","tol_correct","preplanning","tol_rt_per_trial","tol_min_moves"
"true","false","[]","[]","[]","preload","0","2688","0.0-0.0","5cd3ff1ac99584000199dd15","D2","batch4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","1","5953","0.0-1.0-0.0","5cd3ff1ac99584000199dd15","D2","batch4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","9379","0.0-2.0-0.0","5cd3ff1ac99584000199dd15","D2","batch4","spm_fullscreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","3","18882","0.0-2.0-1.0","5cd3ff1ac99584000199dd15","D2","batch4","","9501","<p class = block-text><b>Instructions</b> <br>This is a widely used intelligence test in research. <br>In this test, a figure with a missing piece will be presented.<br>Below the figure are alternative pieces to complete the figure, only one of which is correct.<br> Different figures might involve different principles for obtaining the missing piece<br>Your job is to select the most logical piece to complete the figure.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","19688","0.0-2.0-2.0-0.0","5cd3ff1ac99584000199dd15","D2","batch4","spm_show_trial_num","null","<p class=block-text>Trial 1 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","5","28648","0.0-2.0-2.0-1.0","5cd3ff1ac99584000199dd15","D2","batch4","spm_respsonse","8946","img/question_1_1.jpeg","1","mat_01","4","0","0","8946","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","29710","0.0-2.0-2.0-0.1","5cd3ff1ac99584000199dd15","D2","batch4","spm_show_trial_num","null","<p class=block-text>Trial 2 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","7","36697","0.0-2.0-2.0-1.1","5cd3ff1ac99584000199dd15","D2","batch4","spm_respsonse","6987","img/question_1_2.jpeg","4","mat_02","5","1","1","6987","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","37757","0.0-2.0-2.0-0.2","5cd3ff1ac99584000199dd15","D2","batch4","spm_show_trial_num","null","<p class=block-text>Trial 3 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","9","43980","0.0-2.0-2.0-1.2","5cd3ff1ac99584000199dd15","D2","batch4","spm_respsonse","6223","img/question_1_3.jpeg","0","mat_03","1","1","1","6223","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","45036","0.0-2.0-2.0-0.3","5cd3ff1ac99584000199dd15","D2","batch4","spm_show_trial_num","null","<p class=block-text>Trial 4 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","11","47104","0.0-2.0-2.0-1.3","5cd3ff1ac99584000199dd15","D2","batch4","spm_respsonse","2068","img/question_1_4.jpeg","1","mat_04","2","1","1","2068","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","12","48163","0.0-2.0-2.0-0.4","5cd3ff1ac99584000199dd15","D2","batch4","spm_show_trial_num","null","<p class=block-text>Trial 5 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","13","55045","0.0-2.0-2.0-1.4","5cd3ff1ac99584000199dd15","D2","batch4","spm_respsonse","6882","img/question_1_5.jpeg","4","mat_05","6","0","0","6882","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","14","56108","0.0-2.0-2.0-0.5","5cd3ff1ac99584000199dd15","D2","batch4","spm_show_trial_num","null","<p class=block-text>Trial 6 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","15","58688","0.0-2.0-2.0-1.5","5cd3ff1ac99584000199dd15","D2","batch4","spm_respsonse","2580","img/question_1_6.jpeg","2","mat_06","3","1","1","2580","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","59748","0.0-2.0-2.0-0.6","5cd3ff1ac99584000199dd15","D2","batch4","spm_show_trial_num","null","<p class=block-text>Trial 7 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","17","64042","0.0-2.0-2.0-1.6","5cd3ff1ac99584000199dd15","D2","batch4","spm_respsonse","4294","img/question_1_7.jpeg","5","mat_07","6","1","1","4294","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","18","65100","0.0-2.0-2.0-0.7","5cd3ff1ac99584000199dd15","D2","batch4","spm_show_trial_num","null","<p class=block-text>Trial 8 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","19","70252","0.0-2.0-2.0-1.7","5cd3ff1ac99584000199dd15","D2","batch4","spm_respsonse","5152","img/question_1_8.jpeg","1","mat_08","2","1","1","5152","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","71316","0.0-2.0-2.0-0.8","5cd3ff1ac99584000199dd15","D2","batch4","spm_show_trial_num","null","<p class=block-text>Trial 9 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
