"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","task","rt","stimulus","response","item","answer","correct","spm_correct","spm_rt","view_history","mouse_click","stim_duration","block_duration","timing_post_trial","current_position","tol_num_moves_made","tol_target","tol_problem_id","tol_rt","key_press","possible_responses","tol_correct","preplanning","tol_rt_per_trial","tol_min_moves","fiar_detect_rt","fiar_detect_correct","total_correct_fiar_detect","post_trial_gap","choices"
"true","false","[]","[]","[]","preload","0","1435","0.0-0.0","5c50ccae2423780001085cb9","C3","batch3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","1","11608","0.0-1.0-0.0","5c50ccae2423780001085cb9","C3","batch3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","14672","0.0-2.0-0.0","5c50ccae2423780001085cb9","C3","batch3","spm_fullscreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","3","21745","0.0-2.0-1.0","5c50ccae2423780001085cb9","C3","batch3","","7070.29999999702","<p class = block-text><b>Instructions</b> <br>This is a widely used intelligence test in research. <br>In this test, a figure with a missing piece will be presented.<br>Below the figure are alternative pieces to complete the figure, only one of which is correct.<br> Different figures might involve different principles for obtaining the missing piece<br>Your job is to select the most logical piece to complete the figure.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","22552","0.0-2.0-2.0-0.0","5c50ccae2423780001085cb9","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 1 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","5","33483","0.0-2.0-2.0-1.0","5c50ccae2423780001085cb9","C3","batch3","spm_respsonse","10909.19999999553","img/question_1_1.jpeg","5","mat_01","4","0","0","10909.19999999553","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","34539","0.0-2.0-2.0-0.1","5c50ccae2423780001085cb9","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 2 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","7","37941","0.0-2.0-2.0-1.1","5c50ccae2423780001085cb9","C3","batch3","spm_respsonse","3399","img/question_1_2.jpeg","4","mat_02","5","1","1","3399","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","39000","0.0-2.0-2.0-0.2","5c50ccae2423780001085cb9","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 3 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","9","41419","0.0-2.0-2.0-1.2","5c50ccae2423780001085cb9","C3","batch3","spm_respsonse","2415.8000000044703","img/question_1_3.jpeg","0","mat_03","1","1","1","2415.8000000044703","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","42481","0.0-2.0-2.0-0.3","5c50ccae2423780001085cb9","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 4 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","11","48321","0.0-2.0-2.0-1.3","5c50ccae2423780001085cb9","C3","batch3","spm_respsonse","5838.5999999940395","img/question_1_4.jpeg","1","mat_04","2","1","1","5838.5999999940395","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","12","49384","0.0-2.0-2.0-0.4","5c50ccae2423780001085cb9","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 5 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","13","51869","0.0-2.0-2.0-1.4","5c50ccae2423780001085cb9","C3","batch3","spm_respsonse","2481.7999999970198","img/question_1_5.jpeg","5","mat_05","6","1","1","2481.7999999970198","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","14","52928","0.0-2.0-2.0-0.5","5c50ccae2423780001085cb9","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 6 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","15","55064","0.0-2.0-2.0-1.5","5c50ccae2423780001085cb9","C3","batch3","spm_respsonse","2133","img/question_1_6.jpeg","2","mat_06","3","1","1","2133","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","56128","0.0-2.0-2.0-0.6","5c50ccae2423780001085cb9","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 7 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","17","60045","0.0-2.0-2.0-1.6","5c50ccae2423780001085cb9","C3","batch3","spm_respsonse","3914.60000000149","img/question_1_7.jpeg","5","mat_07","6","1","1","3914.60000000149","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","18","61104","0.0-2.0-2.0-0.7","5c50ccae2423780001085cb9","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 8 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","19","66710","0.0-2.0-2.0-1.7","5c50ccae2423780001085cb9","C3","batch3","spm_respsonse","5603.10000000149","img/question_1_8.jpeg","1","mat_08","2","1","1","5603.10000000149","","","","","","","","","","","","","","","","","","","","",""
