"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","task","rt","stimulus","response","item","answer","correct","spm_correct","spm_rt","view_history","fiar_detect_rt","fiar_detect_correct","total_correct_fiar_detect","post_trial_gap","choices","mouse_click","stim_duration","block_duration","timing_post_trial","current_position","tol_num_moves_made","tol_target","tol_problem_id","tol_rt","key_press","possible_responses","tol_correct","preplanning","tol_rt_per_trial","tol_min_moves"
"true","false","[]","[]","[]","preload","0","9424","0.0-0.0","5ea340a26c3ed82b0dbd4d9f","E1","batch5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","1","20880","0.0-1.0-0.0","5ea340a26c3ed82b0dbd4d9f","E1","batch5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","23624","0.0-2.0-0.0","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_fullscreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","3","34805","0.0-2.0-1.0","5ea340a26c3ed82b0dbd4d9f","E1","batch5","","11178.799999713898","<p class = block-text><b>Instructions</b> <br>This is a widely used intelligence test in research. <br>In this test, a figure with a missing piece will be presented.<br>Below the figure are alternative pieces to complete the figure, only one of which is correct.<br> Different figures might involve different principles for obtaining the missing piece<br>Your job is to select the most logical piece to complete the figure.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","35609","0.0-2.0-2.0-0.0","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_show_trial_num","null","<p class=block-text>Trial 1 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","5","51163","0.0-2.0-2.0-1.0","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_respsonse","15542.200000286102","img/question_1_1.jpeg","3","mat_01","4","1","1","15542.200000286102","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","52225","0.0-2.0-2.0-0.1","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_show_trial_num","null","<p class=block-text>Trial 2 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","7","55099","0.0-2.0-2.0-1.1","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_respsonse","2872.300000190735","img/question_1_2.jpeg","4","mat_02","5","1","1","2872.300000190735","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","56161","0.0-2.0-2.0-0.2","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_show_trial_num","null","<p class=block-text>Trial 3 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","9","60820","0.0-2.0-2.0-1.2","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_respsonse","4656.200000286102","img/question_1_3.jpeg","0","mat_03","1","1","1","4656.200000286102","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","61878","0.0-2.0-2.0-0.3","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_show_trial_num","null","<p class=block-text>Trial 4 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","11","64039","0.0-2.0-2.0-1.3","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_respsonse","2158.4000000953674","img/question_1_4.jpeg","1","mat_04","2","1","1","2158.4000000953674","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","12","65095","0.0-2.0-2.0-0.4","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_show_trial_num","null","<p class=block-text>Trial 5 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","13","69535","0.0-2.0-2.0-1.4","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_respsonse","4437.400000095367","img/question_1_5.jpeg","5","mat_05","6","1","1","4437.400000095367","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","14","70589","0.0-2.0-2.0-0.5","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_show_trial_num","null","<p class=block-text>Trial 6 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","15","73295","0.0-2.0-2.0-1.5","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_respsonse","2704.0999999046326","img/question_1_6.jpeg","2","mat_06","3","1","1","2704.0999999046326","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","74349","0.0-2.0-2.0-0.6","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_show_trial_num","null","<p class=block-text>Trial 7 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","17","78391","0.0-2.0-2.0-1.6","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_respsonse","4040.199999809265","img/question_1_7.jpeg","5","mat_07","6","1","1","4040.199999809265","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","18","79446","0.0-2.0-2.0-0.7","5ea340a26c3ed82b0dbd4d9f","E1","batch5","spm_show_trial_num","null","<p class=block-text>Trial 8 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
