"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","correct","answer","item","fiar_detect_rt","fiar_detect_correct","total_correct_fiar_detect","post_trial_gap","choices","spm_correct","spm_rt","mouse_click","stim_duration","block_duration","timing_post_trial","current_position","tol_num_moves_made","tol_target","tol_problem_id","tol_rt","key_press","possible_responses","tol_correct","preplanning","tol_rt_per_trial","tol_min_moves"
"true","false","[]","[]","[]","preload","0","11632","0.0-0.0","5e7b9a17aa127708ed804d16","A3","batch1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","1","19806","0.0-1.0-0.0","5e7b9a17aa127708ed804d16","A3","batch1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","21838","0.0-2.0-0.0","5e7b9a17aa127708ed804d16","A3","batch1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","34541","0.0-2.0-1.0-0.0","5e7b9a17aa127708ed804d16","A3","batch1","[{""page_index"":0,""viewing_time"":6222.299999982119},{""page_index"":1,""viewing_time"":6480.100000023842}]","12702.699999988079","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","35382","0.0-2.0-1.0-1.0-0.0","5e7b9a17aa127708ed804d16","A3","batch1","","839.2999999821186","<p class=block-text> Let's answer a few questions <br>","0","pattern_enter_quiz","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","37713","0.0-2.0-1.0-1.0-1.0","5e7b9a17aa127708ed804d16","A3","batch1","","2330.5","<p class = block-text>True or False: You will have as much time as you want to make each choice. <br></p>","1","pattern_quiz","true","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","6","38457","0.0-2.0-1.0-1.0-2.0","5e7b9a17aa127708ed804d16","A3","batch1","","741.4000000059605","<p class = block-text>Correct! You should make your choice <strong> as fast as you can</strong>.</p>","0","pattern_quiz_feedback","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","7","40894","0.0-2.0-1.0-1.0-3.0","5e7b9a17aa127708ed804d16","A3","batch1","","2437.0999999940395","<p class = block-text>True or False: You will look for 4 pieces in black or white color connected in a row either horizontally, vertically or diagonally. <br></p>","0","pattern_quiz","true","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","8","41606","0.0-2.0-1.0-1.0-4.0","5e7b9a17aa127708ed804d16","A3","batch1","","711.1999999880791","<p class = block-text>Correct! </p>","0","pattern_quiz_feedback","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","9","43017","0.0-2.0-2.0","5e7b9a17aa127708ed804d16","A3","batch1","","1408.4000000059605","<p class=block-text> Now that you've understood the game, let's do a few practice trials before we start!<br> <br>","0","pattern_enter_practice","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","10","43734","0.0-2.0-3.0-0.0","5e7b9a17aa127708ed804d16","A3","batch1","","714.5999999940395","stim/prac_yes_18_hor_w1.png","f","pattern_practice","true","f","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","44739","0.0-2.0-3.0-1.0","5e7b9a17aa127708ed804d16","A3","batch1","","null","<p style=""font-size:30px;color:green;"">Correct!</p>","null","pattern_feedback","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","12","46982","0.0-2.0-3.0-0.1","5e7b9a17aa127708ed804d16","A3","batch1","","2242.0999999940395","stim/prac_no_18_1.png","j","pattern_practice","true","j","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","13","47988","0.0-2.0-3.0-1.1","5e7b9a17aa127708ed804d16","A3","batch1","","null","<p style=""font-size:30px;color:green;"">Correct!</p>","null","pattern_feedback","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","14","49142","0.0-2.0-3.0-0.2","5e7b9a17aa127708ed804d16","A3","batch1","","1152.5999999940395","stim/prac_no_16_1.png","j","pattern_practice","true","j","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","15","50144","0.0-2.0-3.0-1.2","5e7b9a17aa127708ed804d16","A3","batch1","","null","<p style=""font-size:30px;color:green;"">Correct!</p>","null","pattern_feedback","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","16","50694","0.0-2.0-3.0-0.3","5e7b9a17aa127708ed804d16","A3","batch1","","549.0999999940395","stim/prac_yes_16_ver_w1.png","f","pattern_practice","true","f","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","51720","0.0-2.0-3.0-1.3","5e7b9a17aa127708ed804d16","A3","batch1","","null","<p style=""font-size:30px;color:green;"">Correct!</p>","null","pattern_feedback","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","18","52502","0.0-2.0-3.0-0.4","5e7b9a17aa127708ed804d16","A3","batch1","","781","stim/prac_yes_20_dia_b1.png","f","pattern_practice","true","f","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","19","53529","0.0-2.0-3.0-1.4","5e7b9a17aa127708ed804d16","A3","batch1","","null","<p style=""font-size:30px;color:green;"">Correct!</p>","null","pattern_feedback","","","","","","","","","","","","","","","","","","","","","","","","",""
