"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","task","rt","stimulus","response","item","answer","correct","spm_correct","spm_rt","view_history","mouse_click","stim_duration","block_duration","timing_post_trial","current_position","tol_num_moves_made","tol_target","tol_problem_id","tol_rt","key_press","possible_responses","tol_correct","preplanning","tol_rt_per_trial","tol_min_moves","fiar_detect_rt","fiar_detect_correct","total_correct_fiar_detect","post_trial_gap","choices"
"true","false","[]","[]","[]","preload","0","4308","0.0-0.0","558afc18fdf99b7dfef4d84e","C3","batch3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","1","15301","0.0-1.0-0.0","558afc18fdf99b7dfef4d84e","C3","batch3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","19333","0.0-2.0-0.0","558afc18fdf99b7dfef4d84e","C3","batch3","spm_fullscreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","3","28358","0.0-2.0-1.0","558afc18fdf99b7dfef4d84e","C3","batch3","","9024","<p class = block-text><b>Instructions</b> <br>This is a widely used intelligence test in research. <br>In this test, a figure with a missing piece will be presented.<br>Below the figure are alternative pieces to complete the figure, only one of which is correct.<br> Different figures might involve different principles for obtaining the missing piece<br>Your job is to select the most logical piece to complete the figure.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","29167","0.0-2.0-2.0-0.0","558afc18fdf99b7dfef4d84e","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 1 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","5","38361","0.0-2.0-2.0-1.0","558afc18fdf99b7dfef4d84e","C3","batch3","spm_respsonse","9190.099999999627","img/question_1_1.jpeg","3","mat_01","4","1","1","9190.099999999627","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","39423","0.0-2.0-2.0-0.1","558afc18fdf99b7dfef4d84e","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 2 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","7","42849","0.0-2.0-2.0-1.1","558afc18fdf99b7dfef4d84e","C3","batch3","spm_respsonse","3424.2000000011176","img/question_1_2.jpeg","4","mat_02","5","1","1","3424.2000000011176","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","43910","0.0-2.0-2.0-0.2","558afc18fdf99b7dfef4d84e","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 3 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","9","51005","0.0-2.0-2.0-1.2","558afc18fdf99b7dfef4d84e","C3","batch3","spm_respsonse","7092.9000000003725","img/question_1_3.jpeg","0","mat_03","1","1","1","7092.9000000003725","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","52072","0.0-2.0-2.0-0.3","558afc18fdf99b7dfef4d84e","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 4 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","11","59327","0.0-2.0-2.0-1.3","558afc18fdf99b7dfef4d84e","C3","batch3","spm_respsonse","7252.300000000745","img/question_1_4.jpeg","1","mat_04","2","1","1","7252.300000000745","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","12","60392","0.0-2.0-2.0-0.4","558afc18fdf99b7dfef4d84e","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 5 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","13","67403","0.0-2.0-2.0-1.4","558afc18fdf99b7dfef4d84e","C3","batch3","spm_respsonse","7009.4000000003725","img/question_1_5.jpeg","5","mat_05","6","1","1","7009.4000000003725","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","14","68470","0.0-2.0-2.0-0.5","558afc18fdf99b7dfef4d84e","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 6 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","15","73536","0.0-2.0-2.0-1.5","558afc18fdf99b7dfef4d84e","C3","batch3","spm_respsonse","5064","img/question_1_6.jpeg","2","mat_06","3","1","1","5064","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","74601","0.0-2.0-2.0-0.6","558afc18fdf99b7dfef4d84e","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 7 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","17","80799","0.0-2.0-2.0-1.6","558afc18fdf99b7dfef4d84e","C3","batch3","spm_respsonse","6196","img/question_1_7.jpeg","5","mat_07","6","1","1","6196","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","18","81862","0.0-2.0-2.0-0.7","558afc18fdf99b7dfef4d84e","C3","batch3","spm_show_trial_num","null","<p class=block-text>Trial 8 out of 60</p>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","19","88055","0.0-2.0-2.0-1.7","558afc18fdf99b7dfef4d84e","C3","batch3","spm_respsonse","6190.9000000003725","img/question_1_8.jpeg","1","mat_08","2","1","1","6190.9000000003725","","","","","","","","","","","","","","","","","","","","",""
